ts,version,battery_percent,mode,mode_name,heart_bpm,flags,fall,high_stress,obstacle_near,obstacle_imminent,sensor_status,imu_valid,ultra_left_valid,ultra_right_valid,matrix_head_valid,matrix_waist_valid,pulse_valid,battery_valid,imu_ax_ms2,imu_ay_ms2,imu_az_ms2,ultra_left_mm,ultra_right_mm,matrix_head_mm,matrix_waist_mm,heart_raw
2026-04-16T17:21:25.444,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,0.23,-6.68,7.32,65535,65535,65535,65535,0
2026-04-16T17:21:25.668,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,0.23,-6.67,7.32,65535,65535,65535,65535,0
2026-04-16T17:21:25.849,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,0.23,-6.68,7.33,65535,65535,65535,65535,0
2026-04-16T17:21:26.090,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,0.23,-6.67,7.33,65535,65535,65535,65535,0
2026-04-16T17:21:26.269,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,0.24,-6.66,7.33,65535,65535,65535,65535,0
2026-04-16T17:21:26.809,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,0.23,-6.67,7.33,65535,65535,65535,65535,0
2026-04-16T17:21:26.989,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,0.24,-6.68,7.32,65535,65535,65535,65535,0
2026-04-16T17:21:27.229,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,0.23,-6.68,7.32,65535,65535,65535,65535,0
2026-04-16T17:21:27.409,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,0.24,-6.68,7.32,65535,65535,65535,65535,0
2026-04-16T17:21:27.589,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,0.24,-6.67,7.33,65535,65535,65535,65535,0
2026-04-16T17:21:27.830,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,0.23,-6.67,7.32,65535,65535,65535,65535,0
2026-04-16T17:21:28.009,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,0.24,-6.69,7.32,65535,65535,65535,65535,0
2026-04-16T17:21:28.250,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,0.25,-6.68,7.33,65535,65535,65535,65535,0
2026-04-16T17:21:28.429,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,0.23,-6.67,7.34,65535,65535,65535,65535,0
2026-04-16T17:21:28.609,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,0.23,-6.68,7.34,65535,65535,65535,65535,0
2026-04-16T17:21:28.849,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,0.23,-6.68,7.33,65535,65535,65535,65535,0
2026-04-16T17:21:29.029,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,0.23,-6.68,7.33,65535,65535,65535,65535,0
2026-04-16T17:21:29.270,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,0.23,-6.68,7.32,65535,65535,65535,65535,0
2026-04-16T17:21:29.449,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,0.23,-6.69,7.32,65535,65535,65535,65535,0
2026-04-16T17:21:29.689,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,0.23,-6.67,7.33,65535,65535,65535,65535,0
2026-04-16T17:21:29.869,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,0.23,-6.69,7.31,65535,65535,65535,65535,0
2026-04-16T17:21:30.050,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,0.23,-6.68,7.32,65535,65535,65535,65535,0
2026-04-16T17:21:30.289,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,0.25,-6.66,7.34,65535,65535,65535,65535,0
2026-04-16T17:21:30.469,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,0.22,-6.67,7.33,65535,65535,65535,65535,0
2026-04-16T17:21:30.710,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,0.24,-6.67,7.32,65535,65535,65535,65535,0
2026-04-16T17:21:30.889,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,0.24,-6.67,7.32,65535,65535,65535,65535,0
2026-04-16T17:21:31.068,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,0.23,-6.68,7.32,65535,65535,65535,65535,0
2026-04-16T17:21:31.313,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,0.24,-6.67,7.33,65535,65535,65535,65535,0
2026-04-16T17:21:31.489,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,0.23,-6.68,7.32,65535,65535,65535,65535,0
2026-04-16T17:21:31.730,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,0.25,-6.68,7.32,65535,65535,65535,65535,0
2026-04-16T17:21:31.908,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,0.2,-6.72,7.31,65535,65535,65535,65535,0
2026-04-16T17:21:32.090,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,0.26,-6.68,7.33,65535,65535,65535,65535,0
2026-04-16T17:21:32.329,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,0.5,-6.88,8.23,65535,65535,65535,65535,0
2026-04-16T17:21:32.509,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,0.83,-6.94,7.04,65535,65535,65535,65535,0
2026-04-16T17:21:32.750,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,-0.97,-10.67,9.23,65535,65535,65535,65535,0
2026-04-16T17:21:32.931,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,-1.15,-4.69,8.96,65535,65535,65535,65535,0
2026-04-16T17:21:33.108,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,0.38,-7.08,12.56,65535,65535,65535,65535,0
2026-04-16T17:21:33.349,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,-0.2,-4.14,10.59,65535,65535,65535,65535,0
2026-04-16T17:21:33.529,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,1.75,-7.63,8.01,65535,65535,65535,65535,0
2026-04-16T17:21:33.770,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,-1.17,-5.38,11.48,65535,65535,65535,65535,0
2026-04-16T17:21:33.950,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,0.26,-2.04,6.13,65535,65535,65535,65535,0
2026-04-16T17:21:34.129,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,0.54,-6.04,7.05,65535,65535,65535,65535,0
2026-04-16T17:21:34.369,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,2.01,-2.17,8.65,65535,65535,65535,65535,0
2026-04-16T17:21:34.549,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,0.9,-2.53,18.25,65535,65535,65535,65535,0
2026-04-16T17:21:34.789,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,-0.22,-0.08,7.09,65535,65535,65535,65535,0
2026-04-16T17:21:34.969,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,0.5,0.55,1.63,65535,65535,65535,65535,0
2026-04-16T17:21:35.149,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,2.15,-0.44,15.72,65535,65535,65535,65535,0
2026-04-16T17:21:35.389,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,0.14,1.68,12.37,65535,65535,65535,65535,0
2026-04-16T17:21:35.569,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,1.16,-1.05,2.65,65535,65535,65535,65535,0
2026-04-16T17:21:35.810,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,-1.98,5.63,3.72,65535,65535,65535,65535,0
2026-04-16T17:21:35.989,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,0.41,5.11,12.66,65535,65535,65535,65535,0
2026-04-16T17:21:36.229,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,1.12,13.24,10.56,65535,65535,65535,65535,0
2026-04-16T17:21:36.409,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,-1.02,3.33,1.78,65535,65535,65535,65535,0
2026-04-16T17:21:36.589,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,1.32,-1.31,6.42,65535,65535,65535,65535,0
2026-04-16T17:21:36.829,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,0.15,8.19,11.88,65535,65535,65535,65535,0
2026-04-16T17:21:37.009,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,-0.09,6.2,12.92,65535,65535,65535,65535,0
2026-04-16T17:21:37.249,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,-0.6,1.35,0.71,65535,65535,65535,65535,0
2026-04-16T17:21:37.429,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,0.01,1.51,6.59,65535,65535,65535,65535,0
2026-04-16T17:21:37.609,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,-0.3,7.82,14.92,65535,65535,65535,65535,0
2026-04-16T17:21:37.849,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,-0.78,4.02,11.84,65535,65535,65535,65535,0
2026-04-16T17:21:38.030,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,-0.25,-0.45,0.59,65535,65535,65535,65535,0
2026-04-16T17:21:38.269,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,0.27,1.71,4.41,65535,65535,65535,65535,0
2026-04-16T17:21:38.449,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,0.14,6.89,16.67,65535,65535,65535,65535,0
2026-04-16T17:21:38.629,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,-0.63,5.36,11.29,65535,65535,65535,65535,0
2026-04-16T17:21:38.870,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,-0.2,0.51,1.53,65535,65535,65535,65535,0
2026-04-16T17:21:39.049,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,-0.11,5.91,6.63,65535,65535,65535,65535,0
2026-04-16T17:21:39.291,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,-0.13,6.36,11.96,65535,65535,65535,65535,0
2026-04-16T17:21:39.469,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,-0.02,10.01,16.35,65535,65535,65535,65535,0
2026-04-16T17:21:39.650,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,0.58,2.17,1.71,65535,65535,65535,65535,0
2026-04-16T17:21:39.890,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,-0.1,-1.32,4.68,65535,65535,65535,65535,0
2026-04-16T17:21:40.069,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,1.45,7.09,9.26,65535,65535,65535,65535,0
2026-04-16T17:21:40.310,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,0.03,10.59,19.28,65535,65535,65535,65535,0
2026-04-16T17:21:40.490,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,0.73,2.68,6.77,65535,65535,65535,65535,0
2026-04-16T17:21:40.669,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,-1.26,1.46,1.43,65535,65535,65535,65535,0
2026-04-16T17:21:40.909,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,0.81,1.42,4.02,65535,65535,65535,65535,0
2026-04-16T17:21:41.089,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,0.13,13.19,18.48,65535,65535,65535,65535,0
2026-04-16T17:21:41.329,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,0.33,4.54,6.4,65535,65535,65535,65535,0
2026-04-16T17:21:41.508,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,-0.61,-0.09,1.9,65535,65535,65535,65535,0
2026-04-16T17:21:41.689,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,0.06,3.05,4.83,65535,65535,65535,65535,0
2026-04-16T17:21:41.929,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,0.57,12.63,15.69,65535,65535,65535,65535,0
2026-04-16T17:21:42.109,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,0.57,3.27,8.27,65535,65535,65535,65535,0
2026-04-16T17:21:42.349,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,0.63,-0.54,0.79,65535,65535,65535,65535,0
2026-04-16T17:21:42.529,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,-0.26,2.74,3.58,65535,65535,65535,65535,0
2026-04-16T17:21:42.769,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,1.02,10.49,17.83,65535,65535,65535,65535,0
2026-04-16T17:21:42.950,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,-0.58,4.35,12.11,65535,65535,65535,65535,0
2026-04-16T17:21:43.130,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,1.06,-0.52,0.47,65535,65535,65535,65535,0
2026-04-16T17:21:43.369,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,0.17,0.47,3.34,65535,65535,65535,65535,0
2026-04-16T17:21:43.549,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,1.08,10.4,11.85,65535,65535,65535,65535,0
2026-04-16T17:21:43.789,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,-1.74,11.8,13.64,65535,65535,65535,65535,0
2026-04-16T17:21:43.969,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,0.41,3.38,4.07,65535,65535,65535,65535,0
2026-04-16T17:21:44.151,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,-0.32,-2.03,4.05,65535,65535,65535,65535,0
2026-04-16T17:21:44.389,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,1.53,7.65,8.98,65535,65535,65535,65535,0
2026-04-16T17:21:44.569,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,3.76,2.35,17.53,65535,65535,65535,65535,0
2026-04-16T17:21:44.810,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,1.25,8.28,10.65,65535,65535,65535,65535,0
2026-04-16T17:21:44.989,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,0.07,2.0,0.0,65535,65535,65535,65535,0
2026-04-16T17:21:45.168,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,0.6,3.1,4.97,65535,65535,65535,65535,0
2026-04-16T17:21:45.409,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,1.32,9.87,13.56,65535,65535,65535,65535,0
2026-04-16T17:21:45.589,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,1.17,6.83,9.43,65535,65535,65535,65535,0
2026-04-16T17:21:45.829,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,0.93,-1.72,3.84,65535,65535,65535,65535,0
2026-04-16T17:21:46.009,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,0.17,3.32,5.28,65535,65535,65535,65535,0
2026-04-16T17:21:46.188,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,0.79,6.45,9.98,65535,65535,65535,65535,0
2026-04-16T17:21:46.429,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,-0.15,14.75,13.29,65535,65535,65535,65535,0
2026-04-16T17:21:46.609,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,0.11,-1.03,4.12,65535,65535,65535,65535,0
2026-04-16T17:21:46.853,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,-0.03,-0.47,4.61,65535,65535,65535,65535,0
2026-04-16T17:21:47.029,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,0.74,10.94,9.28,65535,65535,65535,65535,0
2026-04-16T17:21:47.209,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,-1.67,13.32,9.49,65535,65535,65535,65535,0
2026-04-16T17:21:47.449,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,0.45,2.61,6.04,65535,65535,65535,65535,0
2026-04-16T17:21:47.630,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,-0.27,6.74,7.88,65535,65535,65535,65535,0
2026-04-16T17:21:47.869,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,-0.54,6.62,7.49,65535,65535,65535,65535,0
2026-04-16T17:21:48.050,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,-0.06,5.93,7.85,65535,65535,65535,65535,0
2026-04-16T17:21:48.229,4,0,0,NORMAL,0,0,False,False,False,False,97,True,False,False,False,False,True,True,-0.31,7.01,7.62,65535,65535,65535,65535,0
