ts,version,battery_percent,mode,mode_name,heart_bpm,flags,fall,high_stress,obstacle_near,obstacle_imminent,imu_ax_ms2,imu_ay_ms2,imu_az_ms2,ultra_left_mm,ultra_right_mm,matrix_head_mm,matrix_waist_mm,matrix_head_valid,matrix_waist_valid,pulse_raw,pulse_detected,ultra_left_zone,ultra_right_zone,matrix_head_zone,matrix_waist_zone
2026-04-16 20:32:56.394,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,80,113,110,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:32:56.601,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,160,111,113,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:32:56.827,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,80,111,108,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:32:57.052,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,80,110,109,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:32:57.276,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,70,111,113,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:32:57.546,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,70,109,109,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:32:57.726,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,70,112,113,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:32:57.967,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,70,111,110,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:32:58.206,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,80,113,114,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:32:58.447,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,160,112,111,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:32:58.626,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,160,111,107,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:32:58.867,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,160,109,115,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:32:59.107,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,80,111,111,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:32:59.347,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,70,113,112,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:32:59.527,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,70,111,110,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:32:59.767,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,70,111,111,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:00.008,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,70,111,108,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:00.247,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,70,113,111,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:00.427,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,70,112,115,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:00.667,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,70,110,110,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:00.907,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,70,108,110,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:01.148,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,70,110,110,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:01.327,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,80,109,108,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:01.568,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,80,113,110,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:01.807,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,80,110,113,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:02.048,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,80,111,109,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:02.227,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,70,112,112,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:02.467,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,80,110,112,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:02.707,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,80,110,110,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:02.949,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,80,109,107,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:03.127,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,80,112,110,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:03.367,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,70,111,108,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:03.609,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,70,112,109,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:03.846,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,70,111,111,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:04.026,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,70,89,110,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:04.267,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,70,40,40,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:04.507,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,70,26,27,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:04.747,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,70,102,110,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:04.927,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,70,114,120,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:05.167,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,70,114,115,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:05.407,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,70,113,115,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:05.647,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,70,112,120,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:05.827,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,68,66,78,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:06.067,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,70,34,38,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:06.308,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,70,25,29,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:06.487,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,70,23,24,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:06.727,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,70,22,23,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:06.907,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,70,19,20,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:07.147,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,70,26,27,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:07.387,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,70,57,59,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:07.567,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,70,85,90,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:07.807,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,70,108,108,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:08.047,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,70,114,119,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:08.226,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,70,116,125,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:08.526,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,70,112,123,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:08.707,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,70,112,120,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:08.947,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,70,111,118,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:09.127,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,70,113,120,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:09.367,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,70,113,123,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:09.606,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,70,71,77,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:09.787,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,70,41,48,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:10.026,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,70,28,32,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:10.267,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,70,21,23,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:10.508,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,70,12,16,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:10.687,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,240,9,11,True,True,0,False,imminent,near,imminent,imminent
2026-04-16 20:33:10.927,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,70,12,14,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:11.166,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,60,39,40,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:11.466,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,60,77,81,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:11.586,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,60,114,123,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:11.826,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,60,115,123,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:12.067,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,60,114,122,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:12.307,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,60,110,110,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:12.487,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,60,112,110,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:12.727,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,60,112,112,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:12.967,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,60,113,114,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:13.207,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,60,112,109,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:13.387,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,60,111,109,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:13.627,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,60,117,109,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:13.867,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,60,110,110,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:14.107,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,60,115,108,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:14.287,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,60,115,110,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:14.527,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,60,113,111,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:14.767,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,60,113,108,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:15.007,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,60,114,111,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:15.186,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,60,113,111,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:15.427,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,60,116,110,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:15.667,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,60,115,107,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:15.907,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,60,115,109,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:16.087,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,60,113,109,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:16.327,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,60,113,110,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:16.567,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,60,114,108,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:16.807,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,60,113,111,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:16.987,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,60,113,106,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:17.227,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,60,110,108,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:17.467,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,60,112,108,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:17.707,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,60,113,109,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:17.887,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,60,114,108,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:18.127,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,60,110,111,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:18.367,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,60,114,110,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:18.607,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,60,112,103,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:18.786,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,60,111,107,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:19.026,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,60,111,109,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:19.267,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,60,111,108,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:19.507,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,60,112,109,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:19.687,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,60,112,110,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:19.939,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,60,114,109,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:20.166,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,60,111,111,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:20.408,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,60,111,107,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:20.587,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,60,111,110,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:20.827,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,60,113,109,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:21.067,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,60,112,110,True,True,0,False,imminent,imminent,imminent,imminent
2026-04-16 20:33:21.308,4,0,0,NORMAL,0,0,False,False,False,False,0.0,0.0,0.0,40,60,112,110,True,True,0,False,imminent,imminent,imminent,imminent
